English,Urdu_True,Urdu_Pred
i am not a lawyer,میں وکیل نہیں ہوں۔,میں وکیل نہیں ہوں۔
lets play tag,آئیے ٹیگ بجاتے ہیں۔,ٹیگ کھیلنے دیتا ہے
i was discouraged,میں حوصلہ شکن تھا,میں حوصلہ شکنی کر دیا گیا تھا
can we talk alone,کیا ہم اکیلے بات کر سکتے ہیں؟,کیا ہم اکیلے بات کر سکتے ہیں
they sang in tune,انہوں نے دھن میں گایا,انہوں نے دھن میں گایا
zain terrified mary,زین گھبرا کر مریم,زین نے مریم کو خوفزدہ کیا
how kind of you,آپ کتنے مہربان ہیں,آپ کی طرح مہربان
your ticket please,آپ کا ٹکٹ براہ مہربانی,آپ کا ٹکٹ براہ مہربانی
forget about it,اسے بھول جاؤ,اس کے بارے میں بھول جاؤ
i am sneezing,مجھے چھینک آرہی ہے۔,میں چھینک رہا ہوں
were unlucky,بدقسمت تھے,بدقسمت تھے
this cloth shrinks on washing,یہ کپڑا دھونے پر سکڑ جاتا ہے,یہ کپڑا دھونے پر جھک جاتا ہے۔
turn the radio down,ریڈیو بند کر دو,ریڈیو کو بند کریں
zain despised mary,زین نے مریم کو حقیر سمجھا,زین نے مریم کو حقیر سمجھا
i dont agree,میں متفق نہیں ہوں۔,میں متفق نہیں ہوں
did it snow yesterday,کل برف پڑی۔,کیا کل برف پڑی؟
were wasting time,وقت ضائع کر رہے تھے,وقت ضائع کر رہے تھے
i am not too surprised,میں زیادہ حیران نہیں ہوں۔,میں زیادہ حیران نہیں ہوں
zain promised me that,زین نے مجھ سے وعدہ کیا تھا۔,زین نے مجھ سے وعدہ کیا تھا کہ
its an emergency,یہ ایک ایمرجنسی ہے,یہ ایک ہنگامی صورتحال ہے
is he tall,وہ لمبا ہے,کیا وہ لمبا ہے؟
i dont care for him,میں اس کی پرواہ نہیں کرتا,مجھے اس کی پرواہ نہیں ہے۔
we need to get help,ہمیں مدد حاصل کرنے کی ضرورت ہے,ہمیں مدد حاصل کرنے کی ضرورت ہے
zain is his brother,زین اس کا بھائی ہے,زین اس کا بھائی ہے۔
i was playing tennis,میں ٹینس کھیل رہا تھا۔,میں ٹینس کھیل رہا تھا۔
i am still thirsty,میں اب بھی پیاسا ہوں,میں اب بھی پیاسا ہوں
he is a moocher,وہ ایک بدمعاش ہے,وہ ایک moocher ہے
zain is yelling,زین چیخ رہا ہے,زین چیخ رہا ہے
promise me one thing,مجھ سے ایک بات کا وعدہ کریں,مجھ سے ایک وعدہ کرو
this is your wine,یہ آپ کی شراب ہے,یہ آپ کا شراب ہے
this room is quiet,یہ کمرہ خاموش ہے,یہ کمرہ خاموش ہے
i am living my dream,میں اپنا خواب جی رہا ہوں۔,میں اپنا خواب دیکھ رہا ہوں۔
what month is this,یہ کونسا مہینہ ہے,یہ کون سا مہینہ ہے
zain got a new job,زین کو نئی نوکری مل گئی۔,زین کو نئی نوکری مل گئی۔
zain is unreliable,زین ناقابل اعتبار ہے,زین ناقابل اعتماد ہے
has anybody ever thought of this,کیا کبھی کسی نے اس کے بارے میں سوچا ہے؟,کیا کسی نے اس کے بارے میں کبھی سوچا ہے؟
zain was all worn out,زین سب تھکا ہوا تھا,زین سب بوسیدہ ہو گیا تھا
wash your feet,اپنے پاؤں دھو لو,اپنے پاؤں دھوئیں
i havent lied to you,میں نے تم سے جھوٹ نہیں بولا ہے,میں نے تم سے جھوٹ نہیں بولا۔
a deal is a deal,ایک معاہدہ ایک معاہدہ ہے,ایک معاہدہ ہے ایک معاہدہ
i am busy at the moment,میں اس وقت مصروف ہوں۔,میں اس وقت مصروف ہوں
he moved close to her,وہ اس کے قریب چلا گیا,وہ اس کے قریب چلا گیا
i still cant dance,میں اب بھی رقص نہیں کر سکتا,میں اب بھی رقص نہیں کر سکتا
i want an apple,میں ایک سیب چاہتے ہیں,مجھے ایک سیب چاہیے
wheres his home,جہاں اس کا گھر ہے,جہاں اس کا گھر
my hard drive is almost full,میری ہارڈ ڈرائیو تقریبا پوری بھڑھ گئی ہے۔,میری ہارڈ ڈرائیو تقریبا بھری ہوئی ہے۔
when you will have your nikah,جب آپ کا نکاح ہوگا,آپ کی شادی کب کریں گے
zain found me a job,زین نے مجھے نوکری مل گئی۔,زین نے مجھے ایک کام مل گیا
zain studies hard,زین سخت مطالعہ کرتا ہے,زین کا مطالعہ مشکل سے
bless you,خدا تم پر اپنا کرم کرے.,اپ پر رحمت
he likes sleeping,وہ سونا پسند کرتا ہے۔,وہ سونا پسند کرتا ہے
does she understand the lesson properly,کیا وہ سبق کو ٹھیک سے سمجھتی ہے؟,کیا وہ  سبق کو صحیح سمجھتی ہے؟
why do people kiss,لوگ بوسہ کیوں لیتے ہیں,لوگ کیوں چومتے ہیں
i cant walk,میں چل نہیں سکتا,میں چل نہیں سکتا
thats correct,یہ درست ہے,یہ درست ہے
i got soap in my eyes,میری آنکھوں میں صابن ہے,میں نے اپنے آنکھوں میں صابن مل گیا
zain has no enemies,زین کا کوئی دشمن نہیں ہے۔,زین کا کوئی دشمن نہیں ہے
should i rest for a while,کیا مجھے تھوڑی دیر آرام کرنا چاہیے؟,کیا میں تھوڑی دیر آرام کروں؟
this is accurate,یہ درست ہے,یہ درست ہے
he does not smoke,وہ تمباکو نوشی نہیں کرتا,وہ سگریٹ نہیں پیتا
even zain knew that,زین بھی جانتا تھا,زین بھی جانتا تھا کہ
zain wants to talk,زین بات کرنا چاہتا ہے۔,زین بات کرنا چاہتا ہے۔
help tom,ٹام کی مدد کریں,ٹام کی مدد کریں
did you speak to tom,کیا آپ نے ٹام سے بات کی؟,کیا آپ نے ٹام سے بات کی
he asked me to dance,اس نے مجھے رقص کرنے کو کہا,اس نے مجھے رقص کرنے کو کہا
i am a shy boy,میں ایک شرمیلا لڑکا ہوں,میں ایک شرمیلا لڑکا ہوں۔
nobodys happy,کوئی خوش نہیں,کوئی خوش نہیں ہے
i am just watching tv,میں صرف ٹی وی دیکھ رہا ہوں۔,میں صرف ٹی وی دیکھ رہا ہوں
you are so hot-headed,آپ بہت گرم سر ہیں,آپ بہت گرم سر ہیں
zain cant read,زین پڑھ نہیں سکتا,زین نہیں پڑھ سکتا
open your eyes tom,اپنی آنکھیں کھولو ٹام,اپنی آنکھیں کھولو ٹام
why did you buy it,تم نے اسے کیوں خریدا,تم نے اسے کیوں خریدا
i am innocent,میں بے قصور ہوں,میں بے گناہ ہوں
"can you lend me 10,000 yen",کیا تم مجھے ۱۰۰۰۰ ین ادھار دے سکتے ہو؟,کیا آپ مجھے ۱۰،০০০ ین دے سکتے ہیں؟
lie on your stomach,اپنے پیٹ پر لیٹ جاؤ,اپنے پیٹ پر لیٹ جاؤ
where do you work,کہاں آپ کام کرتے ہیں,آپ کہاں کام کرتے ہو
his car has no wheels,اس کی گاڑی میں کوئی پہیے نہیں ہیں,اس کی گاڑی میں کوئی گھنٹی نہیں ہے۔
its comfortable,اس کا آرام دہ,یہ آرام دہ ہے
i have a brother,میرا ایک بھائی ہے,میرا ایک بھائی ہے
are you ready to eat,کیا آپ کھانے کے لیے تیار ہیں؟,کیا آپ کھانے کے لیے تیار ہیں؟
i am in a bad mood,میں خراب موڈ میں ہوں۔,میں خراب موڈ میں ہوں
i hate her now,میں اب اس سے نفرت کرتا ہوں۔,میں اب اس سے نفرت کرتا ہوں
he is not married,وہ شادی شدہ نہیں ہے,وہ شادی شدہ نہیں ہے
zain wasnt alone,زین اکیلا نہیں تھا,زین اکیلا نہیں تھا۔
dont laugh,مت ہنسو,ہنسنا نہیں
i already have a plan,میں نے پہلے ہی ایک منصوبہ ہے,میرے پاس پہلے ہی ایک منصوبہ ہے
what is your name,ہائے,ہائے
everyone waited,ہر کوئی انتظار کر رہا تھا,ہر کوئی انتظار کر رہا تھا
i knew the risk,میں خطرے کو جانتا تھا,میں خطرہ جانتا تھا۔
i love being alone,مجھے تنہا رہنا پسند ہے۔,مجھے تنہا رہنا پسند ہے۔
i am not free,میں آزاد نہیں ہوں۔,میں آزاد نہیں ہوں
who will bring revolution in pakistan,جو پاکستان میں انقلاب لائیں گے,جو پاکستانی میں انقلاب लाائے گا۔
zain is possessive,زین مالک انہ ہے,زین مالک ہے
i met a nice woman,میں ایک اچھی عورت سے ملا,میں نے ایک اچھی عورت سے ملاقات کی
what were you saying,آپ کیا کہہ رہے تھے,آپ کیا کہہ رہے تھے
zain was tortured,زین پر تشدد کیا گیا۔,زین کو تشدد کیا گیا۔
zain was with me,زین میرے ساتھ تھا,زین میرے ساتھ تھا
i dont like coffee,مجھے کافی پسند نہیں,مجھے کافی پسند نہیں
do you have any tape,کیا آپ کے پاس کوئی ٹیپ ہے؟,کیا آپ کے پاس کوئی ٹیپ ہے؟
you can wait here,آپ یہاں انتظار کر سکتے ہیں۔,آپ یہاں انتظار کر سکتے ہیں
it did not end well,یہ اچھی طرح ختم نہیں ہوا,یہ اچھی طرح سے ختم نہیں ہوا
he ran five miles,وہ پانچ میل دوڑا,وہ پانچ میل بھاگا
were both adults,دونوں بالغ تھے,دونوں بالغ تھے
fill in the blanks,خالی جگہیں پر کرنا,خالیوں کو بھرنا
i'll call her immediately,میں اسے ابھی فون کرتا ہوں۔,میں اسے فوراً کال کروں گا۔
shes wearing a hat,اس نے ٹوپی پہن رکھی ہے۔,اس نے ٹوپی پہن رکھی ہے
you are the historian,آپ مورخ ہیں۔,آپ مورخ ہیں
isnt she a knockout,کیا وہ ناک آؤٹ نہیں ہے؟,کیا وہ ناک آؤٹ نہیں ہے؟
zain got nervous,زین گھبرا گیا,زین گھبرا گیا
i agree to his plan,میں اس کے پلین سے متفک ہوں۔,میں اس کے پلین سے اتفاق کرتا ہوں۔
he wanted to succeed,وہ کامیاب ہونا چاہتا تھا,وہ کامیاب ہونا چاہتا تھا
your face is pale,آپ کا چہرہ پیلا ہے,تمہارا چہرہ پیلا ہے
this lady is indian,یہ خاتون ہندوستانی ہے۔,یہ خاتون ہندوستانی ہے۔
i am oldfashioned,میں پرانے زمانے کا ہوں,میں پرانا ہوں
i love my parents,میں اپنے والدین سے محبت کرتا ہوں,میں اپنے والدین سے پیار کرتا ہوں۔
zain is an amateur,زین ایک شوقیہ ہے۔,زین ایک شوقیہ ہے۔
i am convinced,میں قائل ہو گیا,میں یقین رکھتا ہوں
what is inside,اندر کیا ہے,اندر کیا ہے
i remembered it,میں نے اسے یاد کیا,مجھے یاد آیا۔
dont go to extremes,انتہا ؤں پر نہ جائیں,انتہائی طرف مت جاؤ
there is no more salt,"اب مزید کچھ نہیں ہے۔""",مزید نمک نہیں ہے
take over,لے لینا,سنبھالنا
i have many books,میرے پاس بہت سی کتابیں ہیں۔,میرے پاس بہت سی کتابیں ہیں۔
there is no coffee,کوئی کافی نہیں ہے,کوئی کافی نہیں ہے
zain runs the fastest,زین تیز ترین دوڑتا ہے,زین سب سے تیز دوڑتا ہے۔
this makes me so sad,یہ مجھے بہت اداس کرتا ہے۔,یہ مجھے بہت اداس کرتا ہے
what was discussed,کیا بات چیت ہوئی,کیا بحث کیا گئی
bring your student id,اپنے طالب علم کی شناختی کار لائیں,اپنا طالب علم آئی ڈی لائیں
zain was jealous,زین حسد کرتا تھا,زین حسد کرتا تھا
its very difficult,یہ بہت مشکل ہے,یہ بہت مشکل ہے
zain is a brave man,زین ایک بہادر آدمی ہے,زین ایک بہادر آدمی ہے۔
change is important,تبدیلی اہم ہے,تبدیلی اہم ہے
i hope zain isnt sick,مجھے امید ہے کہ زین بیمار نہیں ہے,مجھے امید ہے کہ زین بیمار نہیں ہے۔
zain hates everybody,زین سب سے نفرت کرتا ہے,زین سب سے نفرت کرتا ہے۔
everybodys safe,سب محفوظ ہیں,ہر کوئی محفوظ
thanks for helping,مدد کرنے کے لئے شکریہ,مدد کرنے کا شکریہ
please hurry up,برائے مہربانی جلدی کریں,براہ کرم جلدی کرو
belgium is not as big as france,بیلجیم فرانس جتنا برا نہیں۔,بیلج فرانس کی طرح بڑا نہیں ہے۔
zain has long legs,زین کی ٹانگیں لمبی ہیں۔,زین کی ٹانگیں لمبی ہوتی ہیں
i tried to tell you,میں نے آپ کو بتانے کی کوشش کی,میں نے آپ کو بتانے کی کوشش کی۔
i am your father,میں تمہارا باپ ہوں,میں تمہارا باپ ہوں
i dont need a doctor,مجھے ڈاکٹر کی ضرورت نہیں ہے۔,مجھے ڈاکٹر کی ضرورت نہیں ہے۔
wake up,جاگنا,اٹھو
stop complaining,شکائیتیں لگانا بند کرو,شکایت بند کرو
